text,target
"RT @UnseenPerfidy: If you were pissed at Ebert's ""video games can never be art"" stuff, but hate @femfreq's feminist critique of games,STFU …",0
@UnseenPerfidy @femfreq thank u sir.,0
"RT @UnseenPerfidy: If you were pissed at Ebert's ""video games can never be art"" stuff, but hate @femfreq's feminist critique of games,STFU …",0
"RT @UnseenPerfidy: If you were pissed at Ebert's ""video games can never be art"" stuff, but hate @femfreq's feminist critique of games,STFU …",0
@UnseenPerfidy @femfreq I think this is the most enlightening thing I've read this week re: gator attitude to games https://t.co/03oxkohvOr,0
"RT @UnseenPerfidy: If you were pissed at Ebert's ""video games can never be art"" stuff, but hate @femfreq's feminist critique of games,STFU …",0
"RT @UnseenPerfidy: If you were pissed at Ebert's ""video games can never be art"" stuff, but hate @femfreq's feminist critique of games,STFU …",0
@UnseenPerfidy @femfreq These are people who want to put their fingers in their ears and go LALALA GAMING IS FINE SHUT UP.,0
"RT @UnseenPerfidy: If you were pissed at Ebert's ""video games can never be art"" stuff, but hate @femfreq's feminist critique of games,STFU …",0
"RT @UnseenPerfidy: If you were pissed at Ebert's ""video games can never be art"" stuff, but hate @femfreq's feminist critique of games,STFU …",0
"RT @UnseenPerfidy: If you were pissed at Ebert's ""video games can never be art"" stuff, but hate @femfreq's feminist critique of games,STFU …",0
"RT @UnseenPerfidy: If you were pissed at Ebert's ""video games can never be art"" stuff, but hate @femfreq's feminist critique of games,STFU …",0
@Cgpreisinger @iam8bit @femfreq yes i am dissagreeing with the shirts and im disagreeing that gamergate is filled with harassment,0
"If you were pissed at Ebert's ""video games can never be art"" stuff, but hate @femfreq's feminist critique of games,STFU forever, hypocrites.",0
RT @femfreq: Our friend @imransiddiquee is making a film called Sea of Fog centering stories of people of color. Go help fund him! http://t…,0
Women are second class and belong 10 paces behind me or In the kitchen @femfreq,1
@nascar_jesus @radicalbytes @femfreq yea that's saying nothing.,0
"@femfreq @carolynmichelle @KQEDarts The last sentence is resonating a lot with me. Also, thanks for mention of the browser-based game!",0
"RT @femfreq: The argument that critiquing sexism somehow stifles creativity is absurd. It’s just the opposite, reliance on sexism suffocate…",0
"RT @ChloeSeashell: Note to @femfreq: We are not trying to take your Youtube channel away. If YOU can critique people's art, we can critique…",0
@ranpeo @femfreq It's @CodeLiberation,0
RT @flantz: After her talk @femfreq had one question: where's the Killer Queen machine??,0
"@femfreq Why do you use Lara Croft and Jade as an example, who actually wear clothes appropriate for combat? #whatsyourproblem #point6",1
@nascar_jesus @femfreq @radicalbytes I'm laughing at you dude,0
"@nascar_jesus @avantpope @femfreq @radicalbytes yea, because those two have SO much influence in the game industry. Give me a break",0
@notafanboy1 @HollyFisher723 @bmenyhert @femfreq Not at all. Bunch of ignorant people attacking saying stupid stuff..anyone would block,0
"RT @thunderf00t: HOLY CRAP @femfreq raised almost 1/2 MILLION dollars last year, and STILL only MADE 3 video! http://t.co/GGBHdCCMvb",0
@HollyFisher723 @mdcolliM @bmenyhert Typical of left wing extremists. Blocking their way to an echochamber. Ask @femfreq all about it.,0
"@femfreq Wait, I though @radicalbytes said John Stewart was bad for not hiring enough women on his writing staff?",0
@iam8bit @femfreq What's the name of the charity?,0
"@cptncutleg Holy fuck. Did you just dump that pile of horsecrap into a conversation? Get lost, we're done here. @Spacekatgal @femfreq",0
"RT @ChloeSeashell: Note to @femfreq: We are not trying to take your Youtube channel away. If YOU can critique people's art, we can critique…",0
"RT @cptncutleg: @stonemirror @Spacekatgal @femfreq If you respect and talk with your audience, you'll be fine.",0
"RT @iam8bit: .@femfreq @marieclaire Great read, Anita! Thank you! http://t.co/BmCgjQnWqY",0
"RT @ChloeSeashell: Note to @femfreq: We are not trying to take your Youtube channel away. If YOU can critique people's art, we can critique…",0
@stonemirror @Spacekatgal @femfreq inviting insult or refusing dialogue while trashing people is a good way to make enemies,0
"@stonemirror @Spacekatgal @femfreq If you stand up for yourself without giving people avenues for attack, you're fine http://t.co/5FQwAqNAoA",0
@cptncutleg Does that sound like a reasonable summary to you? That's what I see. / @Spacekatgal @femfreq,0
"@cptncutleg So, now, they'd like to see her game pulled, and have her stay away from cons, and go out of business. / @Spacekatgal @femfreq",0
@cptncutleg What the reasonable conclusion? #GamerGate is so thin-skinned that they can't take ridicule from @Spacekatgal / @femfreq,0
"@cptncutleg I don't think ""respect"" is precisely what they're after, myself. ""Capitulation"", maybe. @Spacekatgal @femfreq",0
"@cptncutleg I think you misspelled ""If you stay out of #GamerGate's and 8chan's way..."" @Spacekatgal @femfreq",0
"@cptncutleg Because #GamerGate is ""against harassment"". Right? / @Spacekatgal @femfreq",0
"@cptncutleg So, they've been punishing her ever since. @Spacekatgal @femfreq",0
"@cptncutleg Brianna Wu didn't ""respect and talk to"" her audience? People buy her game. She didn't respect #GamerGate. @Spacekatgal @femfreq",0
"@stonemirror @Spacekatgal @femfreq If you respect and talk with your audience, you'll be fine.",0
"RT @iam8bit: .@femfreq @marieclaire Great read, Anita! Thank you! http://t.co/BmCgjQnWqY",0
"RT @ChloeSeashell: Note to @femfreq: We are not trying to take your Youtube channel away. If YOU can critique people's art, we can critique…",0
"RT @ChloeSeashell: Note to @femfreq: We are not trying to take your Youtube channel away. If YOU can critique people's art, we can critique…",0
"RT @ChloeSeashell: Note to @femfreq: We are not trying to take your Youtube channel away. If YOU can critique people's art, we can critique…",0
"RT @iam8bit: .@femfreq @marieclaire Great read, Anita! Thank you! http://t.co/BmCgjQnWqY",0
"RT @iam8bit: .@femfreq @marieclaire Great read, Anita! Thank you! http://t.co/BmCgjQnWqY",0
"RT @femfreq: The argument that critiquing sexism somehow stifles creativity is absurd. It’s just the opposite, reliance on sexism suffocate…",0
"RT @femfreq: The argument that critiquing racism somehow stifles creativity is absurd. It’s just the opposite, reliance on racism suffocate…",0
"RT @ChloeSeashell: Note to @femfreq: We are not trying to take your Youtube channel away. If YOU can critique people's art, we can critique…",0
"RT @ChloeSeashell: Note to @femfreq: We are not trying to take your Youtube channel away. If YOU can critique people's art, we can critique…",0
"RT @ChloeSeashell: Note to @femfreq: We are not trying to take your Youtube channel away. If YOU can critique people's art, we can critique…",0
"RT @ChloeSeashell: Note to @femfreq: We are not trying to take your Youtube channel away. If YOU can critique people's art, we can critique…",0
"RT @ChloeSeashell: Note to @femfreq: We are not trying to take your Youtube channel away. If YOU can critique people's art, we can critique…",0
"RT @ChloeSeashell: Note to @femfreq: We are not trying to take your Youtube channel away. If YOU can critique people's art, we can critique…",0
"Note to @femfreq: We are not trying to take your Youtube channel away. If YOU can critique people's art, we can critique you too. #GamerGate",0
"""Not all men!"" They say as they send death threats to women who dare critique one of their POS video games. #femfreq @femfreq",0
@femfreq @carolynmichelle @KQEDarts shut up Anita gamers won the war you started with them,1
"@femfreq listen to ""The ART of WAR"" a song about women empowerment. https://t.co/oHYHKWsml4 #girlpower",0
"@femfreq is not always right. Theories can be wrong, can be improved, can be refuted. So let's talk about her theories and stop threatening.",0
"@daliadaudelin If you need more evidence that YOU HAVEN'T GOT THE SLIGHTEST IDEA WHAT YOU'RE TALKING ABOUT, just ask. @femfreq @Spacekatgal",0
"@daliadaudelin Y' know what's ""laughable""? Your ignorance. @femfreq @Spacekatgal",0
@daliadaudelin Why are you making this ridiculous pretense of equivalencing them? @femfreq @Spacekatgal,0
"@daliadaudelin ""There is no comparing female to male harassment online."" http://t.co/4FNPgbekzY @femfreq @Spacekatgal",0
"@daliadaudelin Now, you're talking simple nonsense. You're just making shit up. @femfreq @Spacekatgal",1
@daliadaudelin Women receive 25 times the harassment that men do online. That's well-documented. @femfreq @Spacekatgal,0
@stonemirror @femfreq @Spacekatgal Men in the public eye need to expect harassment too. It's laughable to call this unique to women.,0
"@daliadaudelin The video game industry had $10B in sales. That's ""toppled""? They're not toppling too effectively. @femfreq @Spacekatgal",0
"@stonemirror @Spacekatgal @femfreq However, if you can teach her to follow their lead and become a professional victim, she can make bank.",1
"@daliadaudelin I want to her more about this ""industry-toppling"" stuff. / @femfreq @Spacekatgal",0
"@daliadaudelin So, you're saying that women should just EXPECT to be harassed and suck it up. Is that right? @femfreq @Spacekatgal",0
"@stonemirror @Spacekatgal @femfreq Also, don't attack people if you can't handle them criticizing you back.",0
"@daliadaudelin You're dodging the question, I think, or telling me to tell her ""YOU'RE OUTA LUCK, KID."" That right? @femfreq @Spacekatgal",0
@stonemirror @Spacekatgal @femfreq Simple: don't be dishonest in order to make money or get publicity.,0
"@stonemirror @femfreq @Spacekatgal No one who causes controversy publicly gets to avoid all harassment. GGers are being swatted, so...",0
"@daliadaudelin What is a woman expected to do to avoid being harassed. Neither @femfreq nor @Spacekatgal is ""batshit insane"".",0
"@daliadaudelin Has @femfreq ""toppled an entire industry""? Can't have been much of an industry. Got a news story on this?",0
Dear #GamerGate: What do I tell a 7th-grade girl who tells me she doesn't want what happens to @spacekatgal and @femfreq to happen to her?,0
"@Cgpreisinger @iam8bit @femfreq what stereotype and yes i did read it, and when i see the hashtag, i dont see harassment",0
"RT @_RogueSt4r: https://t.co/Jdwrv5QNxv

I found the @SpaceKatGal @TheQuinnspiracy @Femfreq @TimOfLegend @alexlifschitz @PHIL_FISH soundtra…",0
@MelodyHensley @washingtonpost If it deals with @femfreq I will care if it doesn't I don't really care :),0
"RT @femfreq: The argument that critiquing sexism somehow stifles creativity is absurd. It’s just the opposite, reliance on sexism suffocate…",0
"RT @femfreq: The argument that critiquing racism somehow stifles creativity is absurd. It’s just the opposite, reliance on racism suffocate…",0
@iam8bit @femfreq Hate toward dishonest gamer journalist and critics. Why do Anti-GGer always forget what comes after hate?,0
"@iam8bit @femfreq @marieclaire Flip-side ""Pro-Equality Gamers Vs. Feminist Scam-Artist""",0
"RT @femfreq: Friendly reminder: Magazine, newspaper and website editors come up with headlines. Writers usually don’t have a say.",0
"Did you see how happy dad was eating that? No one's ever happy after watching @femfreq 
#AnitasMomHasSkill
@Capt_Privilege @gigagiga333",0
"@iam8bit @femfreq @marieclaire Journalists r skilled researchers who, unlike most GGers, don't just look at a blog post or one's conjecture",0
"RT @iam8bit: .@femfreq @marieclaire Great read, Anita! Thank you! http://t.co/BmCgjQnWqY",0
"RT @MeninistFreq: ""We must ""stand up"" to harassment""

What about people in wheelchairs?

Proof that @femfreq is an ableist.

#GamerGate htt…",0
@iam8bit @femfreq #GamerGate is amazing. And you guys suck. We just want to play games without assholes protesting that games are evil,0
@radicalbytes @femfreq oh shiz u banned me,0
@radicalbytes @femfreq check your privilege m8.,0
"RT @femfreq: The argument that critiquing sexism somehow stifles creativity is absurd. It’s just the opposite, reliance on sexism suffocate…",0
@JahnmitJa @femfreq I want one. Did you get more than one?,0
"RT @iam8bit: .@femfreq @marieclaire Great read, Anita! Thank you! http://t.co/BmCgjQnWqY",0
"RT @iam8bit: .@femfreq @marieclaire Great read, Anita! Thank you! http://t.co/BmCgjQnWqY",0
"RT @femfreq: The argument that critiquing racism somehow stifles creativity is absurd. It’s just the opposite, reliance on racism suffocate…",0
@UberFacts @femfreq took notes,0
"@4EverPlayer2 @femfreq ""B...b...but my narrative? NO! I cannot be wrong. I know! I'll send some of my goon squad to change it up for me.""",0
@TheMercedesXXX @Daemon_Cins check it out. @femfreq little man bitch blocked me http://t.co/b5NqwS0GTV,0
"@iam8bit @femfreq @marieclaire wait, isn't she the troll? She's Macintosh's puppet or some crap",0
"RT @femfreq: The argument that critiquing sexism somehow stifles creativity is absurd. It’s just the opposite, reliance on sexism suffocate…",0
"RT @femfreq: The argument that critiquing racism somehow stifles creativity is absurd. It’s just the opposite, reliance on racism suffocate…",0
"RT @iam8bit: .@femfreq @marieclaire Great read, Anita! Thank you! http://t.co/BmCgjQnWqY",0
"RT @iam8bit: .@femfreq @marieclaire Great read, Anita! Thank you! http://t.co/BmCgjQnWqY",0
"RT @iam8bit: .@femfreq @marieclaire Great read, Anita! Thank you! http://t.co/BmCgjQnWqY",0
"RT @femfreq: The argument that critiquing sexism somehow stifles creativity is absurd. It’s just the opposite, reliance on sexism suffocate…",0
@theMirai @petercoffin @nihileigh it is. Ask @femfreq,0
"@seattle_rainbow @iam8bit @femfreq @marieclaire people should be smarter on the internet, there is no internet police, protect yourself.",0
@Charlie_Jarls @iam8bit @femfreq @marieclaire That's no reason to shrug.,0
"RT @iam8bit: .@femfreq @marieclaire Great read, Anita! Thank you! http://t.co/BmCgjQnWqY",0
RT @femfreq: Here's the video of me going head-to-head with @StephenAtHome over women in video games last night. https://t.co/Q5952R3Aac,0
"@femfreq I don't like you but I pretend to to piss off my pro-#gamergate friend, I just felt the need to say this",0
"@seattle_rainbow @iam8bit @femfreq @marieclaire we have the right to call people out in the internet, unfortunately everyone is vulnerable",0
"@Charlie_Jarls @iam8bit @femfreq @marieclaire There will always be abusers, we need the right to call them out without death threats.",0
@schooltrashers @femfreq who are you to dictate men's Beaty standards?,0
"RT @iam8bit: .@femfreq @marieclaire Great read, Anita! Thank you! http://t.co/BmCgjQnWqY",0
"@seattle_rainbow @iam8bit @femfreq @marieclaire if abuse won't go away, what are you fighting for?",0
"@Charlie_Jarls @iam8bit @femfreq @marieclaire ""abuse will go away"" That's a good one, now tell us another!",0
"RT @iam8bit: .@femfreq @marieclaire Great read, Anita! Thank you! http://t.co/BmCgjQnWqY",0
"@iam8bit @Cgpreisinger @femfreq i want you to do me a favor, https://t.co/OYahVrw85U point out ANY harasser to me please",0
I talk about the fat ugly men who are #sexist &amp; hateful. #feminism #feminist #RushLimbaugh @femfreq http://t.co/76R6RQ4Oqh,1
"RT @iam8bit: .@femfreq @marieclaire Great read, Anita! Thank you! http://t.co/BmCgjQnWqY",0
"RT @_RogueSt4r: https://t.co/Jdwrv5QNxv

I found the @SpaceKatGal @TheQuinnspiracy @Femfreq @TimOfLegend @alexlifschitz @PHIL_FISH soundtra…",0
"RT @_RogueSt4r: https://t.co/Jdwrv5QNxv

I found the @SpaceKatGal @TheQuinnspiracy @Femfreq @TimOfLegend @alexlifschitz @PHIL_FISH soundtra…",0
"RT @iam8bit: .@femfreq @marieclaire Great read, Anita! Thank you! http://t.co/BmCgjQnWqY",0
"RT @iam8bit: .@femfreq @marieclaire Great read, Anita! Thank you! http://t.co/BmCgjQnWqY",0
"RT @iam8bit: .@femfreq @marieclaire Great read, Anita! Thank you! http://t.co/BmCgjQnWqY",0
"Here,@femfreq,I fixed it for you:
""In the game of PATREONarchy,fear-based belief in the damsel-in-distress is the ball.""

#GamerGate",1
@StartlinglyOkay yeah I mean look at @femfreq she was never a 'gamer' as she put it,1
yo @femfreq when is the new episode,0
"RT @iam8bit: .@femfreq @marieclaire Great read, Anita! Thank you! http://t.co/BmCgjQnWqY",0
"RT @iam8bit: .@femfreq @marieclaire Great read, Anita! Thank you! http://t.co/BmCgjQnWqY",0
"RT @femfreq: ""In Violent Video Games, the Gameplay Sends its Own Message"" by @carolynmichelle writing for @KQEDarts: http://t.co/qwHsKNlcle",0
@iam8bit @femfreq @marieclaire Someone prints this shit on paper?,0
"RT @_RogueSt4r: https://t.co/Jdwrv5QNxv

I found the @SpaceKatGal @TheQuinnspiracy @Femfreq @TimOfLegend @alexlifschitz @PHIL_FISH soundtra…",0
"@_RogueSt4r @SpaceKatGal @TheQuinnspiracy @Femfreq @TimOfLegend @alexlifschitz @PHIL_FISH @Daddy_Warpig 

FIrst World Problems is good too.",0
"RT @_RogueSt4r: https://t.co/Jdwrv5QNxv

I found the @SpaceKatGal @TheQuinnspiracy @Femfreq @TimOfLegend @alexlifschitz @PHIL_FISH soundtra…",0
"RT @iam8bit: .@femfreq @marieclaire Great read, Anita! Thank you! http://t.co/BmCgjQnWqY",0
"RT @iam8bit: .@femfreq @marieclaire Great read, Anita! Thank you! http://t.co/BmCgjQnWqY",0
"RT @femfreq: The argument that critiquing sexism somehow stifles creativity is absurd. It’s just the opposite, reliance on sexism suffocate…",0
"RT @femfreq: The argument that critiquing racism somehow stifles creativity is absurd. It’s just the opposite, reliance on racism suffocate…",0
"RT @femfreq: The argument that critiquing sexism somehow stifles creativity is absurd. It’s just the opposite, reliance on sexism suffocate…",0
@carolinesinders @femfreq the patriarchy meets at the coffee shop every Sunday. All 3.5 billion men,1
"RT @iam8bit: .@femfreq @marieclaire Great read, Anita! Thank you! http://t.co/BmCgjQnWqY",0
"@iam8bit @femfreq @marieclaire feminism in gaming as a topic will die down because abuse will go away, can't always be a $$$ fad",1
"@antifempsycho2 @DJCPI @dwerkopp @kwaioMax @iam8bit @femfreq @marieclaire 
We need diversity &amp; pluralism to pursue social justice ethically.",0
"RT @iam8bit: .@femfreq @marieclaire Great read, Anita! Thank you! http://t.co/BmCgjQnWqY",0
@EqualityEd @DJCPI @dwerkopp @kwaioMax @iam8bit @femfreq @marieclaire yup and*,0
@EqualityEd @DJCPI @dwerkopp @kwaioMax @iam8bit @femfreq @marieclaire they and feminists were attacking me long before I made a twitter,1
I'm quite certain if we canvassed a convention like PAX with the same survey we'd get the same kind of answers. Wonder what @femfreq thinks?,0
"RT @EqualityEd: @DJCPI @dwerkopp @antifempsycho2 @kwaioMax @iam8bit @femfreq @marieclaire 
Feminist attacking egalitarians are why they bec…",1
"@DJCPI @dwerkopp @antifempsycho2 @kwaioMax @iam8bit @femfreq @marieclaire 
Feminist attacking egalitarians are why they became anti-feminist",1
"RT @femfreq: ""In Violent Video Games, the Gameplay Sends its Own Message"" by @carolynmichelle writing for @KQEDarts: http://t.co/qwHsKNlcle",0
